lmt,job,ncloseCreditCard,basicLevel,unpayNormalLoan,lmt_amt_bucket,lmt_business_bin,lmt_capacity_level,job_group,job_stability_level,job_risk_level,basic_level_clean,credit_history_level,multi_head_cnt_proxy,multi_head_level,credit_burden_level,debt_pressure_level,income_proxy_amt,income_proxy_level,expense_proxy_amt,expense_proxy_level,disposable_income_proxy_amt,cashflow_pressure_level,affordability_level,qualification_score,value_score,risk_score,strategy_segment,limit_recommend_amt,price_group,target
3.667,16,0,2,0,5000,5,3,0,1,5,2,1,1,2,1,1,4000,3,2000,2,2000,3,5,3,3,2,2,4000,3,0
6.933,16,1,2,0,8000,6,4,0,1,5,2,3,2,3,1,2,5500,4,3000,3,2000,3,5,3,4,1,1,7500,2,0
1.3,16,0,2,0,2000,3,2,0,1,5,2,1,1,2,1,1,2500,1,1000,1,1500,3,5,3,2,2,3,1500,4,0
8.63,3,1,1,1,10000,7,5,2,4,2,1,3,2,3,3,4,8000,5,5000,4,2000,3,5,3,4,2,1,8500,2,0
1.93,7,0,3,0,2000,3,2,4,2,4,3,1,0,1,1,1,3000,2,1500,1,1500,3,5,3,3,2,2,1500,3,0
13.63,4,1,1,1,15000,8,5,2,4,2,1,3,3,4,4,4,9000,5,5500,5,2000,3,5,3,4,2,1,12500,2,0
7.3,16,0,2,0,8000,6,4,0,1,5,2,1,1,2,1,1,5500,4,2500,2,3000,2,5,3,4,2,1,6500,2,0
9.333,16,1,3,0,10000,7,5,0,1,5,3,3,2,3,2,2,6000,4,3500,3,2000,3,5,3,4,2,1,8500,2,0
9.4,16,1,2,0,10000,7,5,0,1,5,2,3,2,3,1,2,6500,4,3500,3,2500,3,5,4,4,1,1,10000,2,0
1.53,16,1,3,0,2000,3,2,0,1,5,3,3,2,3,2,1,2000,1,1000,1,500,4,4,3,3,2,2,1500,3,0
5.567,16,0,1,0,8000,6,4,0,1,5,1,1,1,2,1,1,5500,4,2500,2,3000,2,5,3,4,2,1,6500,2,0
7.667,7,0,3,0,8000,6,4,4,2,4,3,1,0,1,1,1,6000,4,3000,3,3000,2,5,3,4,2,1,6500,2,0
7.633,16,1,3,0,8000,6,4,0,1,5,3,3,2,3,2,2,5000,3,3000,3,1500,3,5,3,4,2,1,6500,2,0
2.163,4,1,3,0,3000,4,2,2,4,2,3,3,1,2,2,1,3500,2,2000,2,1000,3,5,3,3,1,2,3000,3,0
7.933,16,1,-999,0,8000,6,4,0,1,5,0,3,2,3,2,3,4500,3,2500,2,1500,3,5,3,4,2,1,6500,2,0
3.033,16,1,2,0,5000,5,3,0,1,5,2,3,2,3,1,1,4000,3,2000,2,1500,3,5,3,4,1,1,4500,2,0
0.8,16,0,2,0,1000,2,1,0,1,5,2,1,1,2,1,1,2000,1,1000,1,1000,3,5,2,2,2,3,500,4,0
9.333,16,1,1,0,10000,7,5,0,1,5,1,3,2,3,1,2,6500,4,3500,3,2500,3,5,4,4,1,1,10000,2,0
3.8,16,1,1,1,5000,5,3,0,1,5,1,3,3,4,3,3,4000,3,2500,2,500,4,4,2,3,3,2,3500,3,0
1.233,3,1,2,0,2000,3,2,2,4,2,2,3,1,2,1,1,4000,3,2000,2,1500,3,5,4,3,1,2,2000,3,0
1.667,16,1,3,0,2000,3,2,0,1,5,3,3,2,3,2,1,2000,1,1000,1,500,4,4,3,3,2,2,1500,3,0
17.296,4,1,1,1,20000,9,5,2,4,2,1,3,3,4,4,4,10500,6,6500,5,2500,3,5,3,4,2,1,17000,2,0
8.667,16,1,3,0,10000,7,5,0,1,5,3,3,2,3,2,2,6000,4,3500,3,2000,3,5,3,4,2,1,8500,2,0
6.6,16,1,3,0,8000,6,4,0,1,5,3,3,2,3,2,2,5000,3,3000,3,1500,3,5,3,4,2,1,6500,2,0
4.9,16,1,3,0,5000,5,3,0,1,5,3,3,2,3,2,1,3500,2,2000,2,1000,3,5,3,3,2,2,4000,3,0
1.133,3,1,1,0,2000,3,2,2,4,2,1,3,1,2,1,1,4000,3,2000,2,1500,3,5,4,3,1,2,2000,3,0
6.633,16,1,3,0,8000,6,4,0,1,5,3,3,2,3,2,2,5000,3,3000,3,1500,3,5,3,4,2,1,6500,2,0
1.3,16,1,2,0,2000,3,2,0,1,5,2,3,2,3,1,1,2500,1,1500,1,500,4,4,3,3,1,2,2000,3,0
14.1,16,1,1,0,15000,8,5,0,1,5,1,3,3,4,2,2,8000,5,4500,4,3000,2,5,4,5,1,1,15500,1,0
2.633,16,1,3,0,3000,4,2,0,1,5,3,3,2,3,2,1,2500,1,1500,1,500,4,4,3,3,2,2,2500,3,0
15.63,16,1,-999,0,20000,9,5,0,1,5,0,3,3,4,3,3,8500,5,5000,4,3000,2,5,3,5,2,1,17000,1,0
6.8,16,1,1,1,8000,6,4,0,1,5,1,3,3,4,3,4,5500,4,3500,3,1000,3,5,3,3,3,2,6000,3,0
2.663,7,1,1,0,3000,4,2,4,2,4,1,3,1,2,1,1,4000,3,2000,2,1500,3,5,4,3,1,2,3000,3,0
3.963,16,1,3,0,5000,5,3,0,1,5,3,3,2,3,2,1,3500,2,2000,2,1000,3,5,3,3,2,2,4000,3,0
2.763,4,1,1,0,3000,4,2,2,4,2,1,3,1,2,1,1,4000,3,2000,2,1500,3,5,4,3,1,2,3000,3,0
1.7,3,0,2,1,2000,3,2,2,4,2,2,1,1,2,2,2,4000,3,2000,2,1000,3,5,2,3,3,2,1500,3,0
9.963,2,1,1,0,10000,7,5,1,5,1,1,3,1,2,1,2,8000,5,4000,4,3500,2,5,4,5,1,1,10000,1,0
1.033,16,0,2,0,2000,3,2,0,1,5,2,1,1,2,1,1,2500,1,1000,1,1500,3,5,3,2,2,3,1500,4,0
7.5,16,0,2,0,8000,6,4,0,1,5,2,1,1,2,1,1,5500,4,2500,2,3000,2,5,3,4,2,1,6500,2,0
5.433,16,1,1,0,8000,6,4,0,1,5,1,3,2,3,1,2,5500,4,3000,3,2000,3,5,4,4,1,1,8000,2,0
5.533,16,1,3,0,8000,6,4,0,1,5,3,3,2,3,2,2,5000,3,3000,3,1500,3,5,3,4,2,1,6500,2,0
2.43,4,1,1,0,3000,4,2,2,4,2,1,3,1,2,1,1,4000,3,2000,2,1500,3,5,4,3,1,2,3000,3,0
5.567,16,1,3,0,8000,6,4,0,1,5,3,3,2,3,2,2,5000,3,3000,3,1500,3,5,3,4,2,1,6500,2,0
5.963,6,1,1,1,8000,6,4,3,3,3,1,3,2,3,3,4,7000,4,4500,4,1500,3,5,3,3,2,2,6500,3,0
0.733,16,0,2,0,1000,2,1,0,1,5,2,1,1,2,1,1,2000,1,1000,1,1000,3,5,2,2,2,3,500,4,0
3,16,1,2,0,3000,4,2,0,1,5,2,3,2,3,1,1,3000,2,1500,1,1000,3,5,3,3,1,2,3000,3,0
1.267,16,0,2,0,2000,3,2,0,1,5,2,1,1,2,1,1,2500,1,1000,1,1500,3,5,3,2,2,3,1500,4,0
7.833,16,1,3,1,8000,6,4,0,1,5,3,3,3,4,4,4,5000,3,3500,3,500,4,4,2,3,4,6,4500,4,0
1.363,4,1,1,0,2000,3,2,2,4,2,1,3,1,2,1,1,3500,2,2000,2,1000,3,5,4,3,1,2,2000,3,0
1.233,16,0,2,0,2000,3,2,0,1,5,2,1,1,2,1,1,2500,1,1000,1,1500,3,5,3,2,2,3,1500,4,0
6.833,16,1,3,0,8000,6,4,0,1,5,3,3,2,3,2,2,5000,3,3000,3,1500,3,5,3,4,2,1,6500,2,0
2.333,16,1,3,1,3000,4,2,0,1,5,3,3,3,4,4,3,2500,1,1500,1,0,4,4,2,3,4,6,1500,4,0
0.867,16,1,2,0,1000,2,1,0,1,5,2,3,2,3,1,1,2000,1,1000,1,500,4,4,3,2,1,3,1000,4,0
6.233,16,1,2,0,8000,6,4,0,1,5,2,3,2,3,1,2,5500,4,3000,3,2000,3,5,3,4,1,1,7500,2,0
4.067,16,0,3,1,5000,5,3,0,1,5,3,1,2,3,3,2,3500,2,2000,2,500,4,4,1,3,5,6,2000,4,0
10.296,3,1,1,0,15000,8,5,2,4,2,1,3,2,3,2,2,9500,5,5000,4,4000,2,5,4,5,1,1,15500,1,0
2.896,4,1,3,0,3000,4,2,2,4,2,3,3,1,2,2,1,3500,2,2000,2,1000,3,5,3,3,1,2,3000,3,0
1.796,2,1,1,0,2000,3,2,1,5,1,1,3,1,2,1,1,4000,3,2000,2,1500,3,5,4,3,1,2,2000,3,0
3,16,1,3,0,3000,4,2,0,1,5,3,3,2,3,2,1,2500,1,1500,1,500,4,4,3,3,2,2,2500,3,0
2.233,4,1,2,0,3000,4,2,2,4,2,2,3,1,2,1,1,4000,3,2000,2,1500,3,5,3,3,1,2,3000,3,0
6.233,16,1,1,0,8000,6,4,0,1,5,1,3,2,3,1,2,5500,4,3000,3,2000,3,5,4,4,1,1,8000,2,0
1.9,16,0,3,0,2000,3,2,0,1,5,3,1,1,2,1,1,2000,1,1000,1,1000,3,5,2,2,3,3,1500,4,1
6.267,16,1,2,0,8000,6,4,0,1,5,2,3,2,3,1,2,5500,4,3000,3,2000,3,5,3,4,1,1,7500,2,0
6.963,2,1,1,1,8000,6,4,1,5,1,1,3,2,3,3,4,7000,4,4500,4,1500,3,5,3,3,2,2,6500,3,0
0.967,16,1,-999,0,1000,2,1,0,1,5,0,3,2,3,2,2,1500,1,1000,1,0,4,4,2,2,2,3,500,4,0
6.867,16,1,2,0,8000,6,4,0,1,5,2,3,2,3,1,2,5500,4,3000,3,2000,3,5,3,4,1,1,7500,2,0
5.767,16,1,3,0,8000,6,4,0,1,5,3,3,2,3,2,2,5000,3,3000,3,1500,3,5,3,4,2,1,6500,2,0
8.6,16,1,2,0,10000,7,5,0,1,5,2,3,2,3,1,2,6500,4,3500,3,2500,3,5,4,4,1,1,10000,2,0
12.8,4,1,1,1,15000,8,5,2,4,2,1,3,3,4,4,4,9000,5,5500,5,2000,3,5,3,4,2,1,12500,2,0
3.63,4,1,1,0,5000,5,3,2,4,2,1,3,1,2,1,1,5000,3,2500,2,2000,3,5,4,4,1,1,5000,2,0
11.5,2,1,2,0,15000,8,5,1,5,1,2,3,2,3,2,2,9500,5,5000,4,4000,2,5,4,5,1,1,15500,1,0
4.1,3,1,3,0,5000,5,3,2,4,2,3,3,1,2,2,1,5000,3,3000,3,1500,3,5,4,4,1,1,5000,2,0
5.633,16,1,3,0,8000,6,4,0,1,5,3,3,2,3,2,2,5000,3,3000,3,1500,3,5,3,4,2,1,6500,2,0
7.167,16,1,2,0,8000,6,4,0,1,5,2,3,2,3,1,2,5500,4,3000,3,2000,3,5,3,4,1,1,7500,2,0
6.367,16,1,3,0,8000,6,4,0,1,5,3,3,2,3,2,2,5000,3,3000,3,1500,3,5,3,4,2,1,6500,2,0
13.63,6,1,1,0,15000,8,5,3,3,3,1,3,2,3,2,2,9500,5,5000,4,4000,2,5,4,5,1,1,15500,1,0
0.867,16,1,2,0,1000,2,1,0,1,5,2,3,2,3,1,1,2000,1,1000,1,500,4,4,3,2,1,3,1000,4,0
7.667,16,1,2,0,8000,6,4,0,1,5,2,3,2,3,1,2,5500,4,3000,3,2000,3,5,3,4,1,1,7500,2,0
10.63,1,1,1,0,15000,8,5,1,5,1,1,3,2,3,2,2,10000,5,5000,4,4500,2,5,5,5,1,1,17000,1,0
2.43,3,1,1,0,3000,4,2,2,4,2,1,3,1,2,1,1,4500,3,2500,2,1500,3,5,4,3,1,2,3000,3,0
11.867,16,1,3,0,15000,8,5,0,1,5,3,3,3,4,3,2,7500,5,4500,4,2500,3,5,3,5,2,1,12500,1,0
5.7,16,1,3,0,8000,6,4,0,1,5,3,3,2,3,2,2,5000,3,3000,3,1500,3,5,3,4,2,1,6500,2,0
1.433,16,0,3,0,2000,3,2,0,1,5,3,1,1,2,1,1,2000,1,1000,1,1000,3,5,2,2,3,3,1500,4,0
4.633,16,0,3,0,5000,5,3,0,1,5,3,1,1,2,1,1,3500,2,2000,2,1500,3,5,3,3,3,2,4000,3,0
10.296,4,1,1,0,15000,8,5,2,4,2,1,3,2,3,2,2,9000,5,4500,4,4000,2,5,4,5,1,1,15500,1,0
2.696,2,1,1,0,3000,4,2,1,5,1,1,3,1,2,1,1,4500,3,2500,2,1500,3,5,4,3,1,2,3000,3,0
2.633,16,1,2,0,3000,4,2,0,1,5,2,3,2,3,1,1,3000,2,1500,1,1000,3,5,3,3,1,2,3000,3,0
8.9,16,1,3,1,10000,7,5,0,1,5,3,3,3,4,4,4,6000,4,4000,4,1000,3,5,2,3,4,6,6000,4,0
1.8,16,1,3,0,2000,3,2,0,1,5,3,3,2,3,2,1,2000,1,1000,1,500,4,4,3,3,2,2,1500,3,0
3,16,1,1,0,3000,4,2,0,1,5,1,3,2,3,1,1,3000,2,1500,1,1000,3,5,3,3,1,2,3000,3,0
1.563,4,1,3,0,2000,3,2,2,4,2,3,3,1,2,2,1,3000,2,1500,1,1000,3,5,3,3,1,2,2000,3,0
6.333,16,1,3,0,8000,6,4,0,1,5,3,3,2,3,2,2,5000,3,3000,3,1500,3,5,3,4,2,1,6500,2,0
8.233,16,1,1,1,10000,7,5,0,1,5,1,3,3,4,3,4,6500,4,4000,4,1500,3,5,3,3,3,2,7500,3,0
1.93,4,1,1,0,2000,3,2,2,4,2,1,3,1,2,1,1,3500,2,2000,2,1000,3,5,4,3,1,2,2000,3,0
15.63,1,1,1,0,20000,9,5,1,5,1,1,3,2,3,2,2,11500,6,6000,5,5000,1,5,5,5,1,1,22500,1,0
5.8,16,1,1,0,8000,6,4,0,1,5,1,3,2,3,1,2,5500,4,3000,3,2000,3,5,4,4,1,1,8000,2,0
3.133,16,0,2,0,5000,5,3,0,1,5,2,1,1,2,1,1,4000,3,2000,2,2000,3,5,3,3,2,2,4000,3,0
6.133,6,0,3,0,8000,6,4,3,3,3,3,1,0,1,1,1,6500,4,3000,3,3500,2,5,3,4,2,1,6500,2,0
1.867,16,1,2,0,2000,3,2,0,1,5,2,3,2,3,1,1,2500,1,1500,1,500,4,4,3,3,1,2,2000,3,0
2.5,16,0,3,0,3000,4,2,0,1,5,3,1,1,2,1,1,2500,1,1500,1,1000,3,5,2,2,3,3,2000,4,0
8.333,16,1,1,0,10000,7,5,0,1,5,1,3,2,3,1,2,6500,4,3500,3,2500,3,5,4,4,1,1,10000,2,0
16.963,4,1,-999,0,20000,9,5,2,4,2,0,3,2,3,3,3,9500,5,5000,4,4000,2,5,3,5,1,1,18500,1,0
1.667,16,1,3,0,2000,3,2,0,1,5,3,3,2,3,2,1,2000,1,1000,1,500,4,4,3,3,2,2,1500,3,0
10,16,0,2,0,10000,7,5,0,1,5,2,1,1,2,1,1,6500,4,3000,3,3000,2,5,3,4,2,1,8500,2,0
2.396,2,1,1,0,3000,4,2,1,5,1,1,3,1,2,1,1,4500,3,2500,2,1500,3,5,4,3,1,2,3000,3,0
3.433,16,1,2,0,5000,5,3,0,1,5,2,3,2,3,1,1,4000,3,2000,2,1500,3,5,3,4,1,1,4500,2,0
3.267,16,1,2,0,5000,5,3,0,1,5,2,3,2,3,1,1,4000,3,2000,2,1500,3,5,3,4,1,1,4500,2,0
4.533,16,0,2,0,5000,5,3,0,1,5,2,1,1,2,1,1,4000,3,2000,2,2000,3,5,3,3,2,2,4000,3,0
14.767,16,1,3,0,15000,8,5,0,1,5,3,3,3,4,3,2,7500,5,4500,4,2500,3,5,3,5,2,1,12500,1,0
4.963,4,1,1,1,5000,5,3,2,4,2,1,3,2,3,3,3,5000,3,3000,3,1000,3,5,3,4,2,1,4000,2,0
6.667,16,1,3,1,8000,6,4,0,1,5,3,3,3,4,4,4,5000,3,3500,3,500,4,4,2,3,4,6,4500,4,0
0.967,16,0,3,0,1000,2,1,0,1,5,3,1,1,2,1,1,1500,1,1000,1,500,4,4,2,2,3,3,500,4,0
0.733,16,1,2,0,1000,2,1,0,1,5,2,3,2,3,1,1,2000,1,1000,1,500,4,4,3,2,1,3,1000,4,0
1.63,7,1,3,0,2000,3,2,4,2,4,3,3,1,2,2,1,3000,2,1500,1,1000,3,5,3,3,1,2,2000,3,0
7.8,16,1,3,1,8000,6,4,0,1,5,3,3,3,4,4,4,5000,3,3500,3,500,4,4,2,3,4,6,4500,4,0
22.296,2,1,1,1,30000,10,5,1,5,1,1,3,3,4,4,4,13000,6,8000,6,3500,2,5,3,4,2,1,25000,2,0
9.333,16,1,2,0,10000,7,5,0,1,5,2,3,2,3,1,2,6500,4,3500,3,2500,3,5,4,4,1,1,10000,2,0
5,16,0,2,0,5000,5,3,0,1,5,2,1,1,2,1,1,4000,3,2000,2,2000,3,5,3,3,2,2,4000,3,0
4.667,16,0,4,0,5000,5,3,0,1,5,4,1,1,2,1,1,3000,2,1500,1,1500,3,5,2,3,3,2,3500,3,0
10.296,16,1,1,1,15000,8,5,0,1,5,1,3,4,5,4,4,8000,5,5000,4,1500,3,5,3,4,3,2,11500,2,0
5.067,16,0,2,0,8000,6,4,0,1,5,2,1,1,2,1,1,5500,4,2500,2,3000,2,5,3,4,2,1,6500,2,0
7.667,16,1,2,0,8000,6,4,0,1,5,2,3,2,3,1,2,5500,4,3000,3,2000,3,5,3,4,1,1,7500,2,0
6.233,16,0,2,0,8000,6,4,0,1,5,2,1,1,2,1,1,5500,4,2500,2,3000,2,5,3,4,2,1,6500,2,0
2.8,16,1,2,0,3000,4,2,0,1,5,2,3,2,3,1,1,3000,2,1500,1,1000,3,5,3,3,1,2,3000,3,0
1.8,16,1,3,0,2000,3,2,0,1,5,3,3,2,3,2,1,2000,1,1000,1,500,4,4,3,3,2,2,1500,3,0
2.5,4,1,2,0,3000,4,2,2,4,2,2,3,1,2,1,1,4000,3,2000,2,1500,3,5,3,3,1,2,3000,3,0
8.2,16,1,1,0,10000,7,5,0,1,5,1,3,2,3,1,2,6500,4,3500,3,2500,3,5,4,4,1,1,10000,2,0
1.933,7,1,3,1,2000,3,2,4,2,4,3,3,2,3,4,3,3000,2,2000,2,0,4,4,2,3,3,2,1500,3,0
2.696,2,1,1,1,3000,4,2,1,5,1,1,3,2,3,3,3,4500,3,2500,2,1000,3,5,3,3,2,2,2500,3,0
1.5,16,0,3,0,2000,3,2,0,1,5,3,1,1,2,1,1,2000,1,1000,1,1000,3,5,2,2,3,3,1500,4,0
6.9,16,1,3,0,8000,6,4,0,1,5,3,3,2,3,2,2,5000,3,3000,3,1500,3,5,3,4,2,1,6500,2,0
1.433,16,0,2,0,2000,3,2,0,1,5,2,1,1,2,1,1,2500,1,1000,1,1500,3,5,3,2,2,3,1500,4,0
5.296,4,1,1,1,8000,6,4,2,4,2,1,3,2,3,3,4,6500,4,4000,4,1500,3,5,3,3,2,2,6500,3,0
9.333,16,0,2,0,10000,7,5,0,1,5,2,1,1,2,1,1,6500,4,3000,3,3500,2,5,3,4,2,1,8500,2,0
2,16,1,3,0,2000,3,2,0,1,5,3,3,2,3,2,1,2000,1,1000,1,500,4,4,3,3,2,2,1500,3,0
5,16,1,3,0,5000,5,3,0,1,5,3,3,2,3,2,1,3500,2,2000,2,1000,3,5,3,3,2,2,4000,3,0
12.567,16,1,3,1,15000,8,5,0,1,5,3,3,4,5,5,4,7500,5,5000,4,1000,3,5,2,4,4,4,8500,3,0
7.667,16,1,-999,1,8000,6,4,0,1,5,0,3,3,4,4,5,4500,3,3000,3,500,4,4,1,3,4,6,4000,4,0
0.663,2,1,3,0,1000,2,1,1,5,1,3,3,1,2,2,1,3000,2,1500,1,1000,3,5,3,3,1,2,1000,3,0
6.267,16,1,3,0,8000,6,4,0,1,5,3,3,2,3,2,2,5000,3,3000,3,1500,3,5,3,4,2,1,6500,2,0
0.796,4,-999,1,-999,1000,2,1,2,4,2,1,0,0,1,1,1,3000,2,1500,1,1500,3,5,3,2,1,3,1000,4,0
4.233,16,1,1,0,5000,5,3,0,1,5,1,3,2,3,1,1,4000,3,2000,2,1500,3,5,3,4,1,1,4500,2,0
4,2,1,3,0,5000,5,3,1,5,1,3,3,1,2,2,1,5000,3,3000,3,1500,3,5,4,4,1,1,5000,2,0
9.63,16,0,3,1,10000,7,5,0,1,5,3,1,2,3,3,3,6000,4,3500,3,1500,3,5,2,4,5,4,5000,3,0
37.1,16,1,1,1,50000,11,5,0,1,5,1,3,4,5,4,4,14500,6,9500,6,3500,2,5,3,4,4,4,34000,3,0
9.6,16,1,3,0,10000,7,5,0,1,5,3,3,2,3,2,2,6000,4,3500,3,2000,3,5,3,4,2,1,8500,2,0
39.63,3,1,1,0,50000,11,5,2,4,2,1,3,2,3,2,2,16000,7,8000,6,7500,1,5,4,5,1,1,50000,1,0
6.296,4,1,1,1,8000,6,4,2,4,2,1,3,2,3,3,4,6500,4,4000,4,1500,3,5,3,3,2,2,6500,3,0
4.333,16,1,2,0,5000,5,3,0,1,5,2,3,2,3,1,1,4000,3,2000,2,1500,3,5,3,4,1,1,4500,2,0
6.167,16,1,3,0,8000,6,4,0,1,5,3,3,2,3,2,2,5000,3,3000,3,1500,3,5,3,4,2,1,6500,2,0
2.333,16,1,2,0,3000,4,2,0,1,5,2,3,2,3,1,1,3000,2,1500,1,1000,3,5,3,3,1,2,3000,3,0
10.5,16,1,3,0,15000,8,5,0,1,5,3,3,3,4,3,2,7500,5,4500,4,2500,3,5,3,5,2,1,12500,1,0
6.267,16,0,3,0,8000,6,4,0,1,5,3,1,1,2,1,1,5000,3,2500,2,2500,3,5,3,3,3,2,6000,3,0
4.067,16,1,2,0,5000,5,3,0,1,5,2,3,2,3,1,1,4000,3,2000,2,1500,3,5,3,4,1,1,4500,2,0
1.3,16,1,1,0,2000,3,2,0,1,5,1,3,2,3,1,1,2500,1,1500,1,500,4,4,3,3,1,2,2000,3,0
4.433,16,1,2,0,5000,5,3,0,1,5,2,3,2,3,1,1,4000,3,2000,2,1500,3,5,3,4,1,1,4500,2,0
2.467,16,1,1,0,3000,4,2,0,1,5,1,3,2,3,1,1,3000,2,1500,1,1000,3,5,3,3,1,2,3000,3,0
5.8,16,1,1,1,8000,6,4,0,1,5,1,3,3,4,3,4,5500,4,3500,3,1000,3,5,3,3,3,2,6000,3,0
6.1,16,1,2,0,8000,6,4,0,1,5,2,3,2,3,1,2,5500,4,3000,3,2000,3,5,3,4,1,1,7500,2,0
8.467,16,1,3,0,10000,7,5,0,1,5,3,3,2,3,2,2,6000,4,3500,3,2000,3,5,3,4,2,1,8500,2,0
7.267,16,1,2,0,8000,6,4,0,1,5,2,3,2,3,1,2,5500,4,3000,3,2000,3,5,3,4,1,1,7500,2,0
3.333,16,1,3,0,5000,5,3,0,1,5,3,3,2,3,2,1,3500,2,2000,2,1000,3,5,3,3,2,2,4000,3,0
18.933,2,1,3,0,20000,9,5,1,5,1,3,3,2,3,3,2,10500,6,6000,5,4000,2,5,4,5,1,1,20500,1,0
5.733,16,1,3,1,8000,6,4,0,1,5,3,3,3,4,4,4,5000,3,3500,3,500,4,4,2,3,4,6,4500,4,0
7.667,16,1,3,0,8000,6,4,0,1,5,3,3,2,3,2,2,5000,3,3000,3,1500,3,5,3,4,2,1,6500,2,0
1.233,16,0,2,0,2000,3,2,0,1,5,2,1,1,2,1,1,2500,1,1000,1,1500,3,5,3,2,2,3,1500,4,0
3.667,16,0,1,0,5000,5,3,0,1,5,1,1,1,2,1,1,4000,3,2000,2,2000,3,5,3,3,2,2,4000,3,0
6.296,1,1,1,1,8000,6,4,1,5,1,1,3,2,3,3,4,7500,5,4500,4,2000,3,5,3,3,2,2,6500,3,0
2.73,2,1,1,0,3000,4,2,1,5,1,1,3,1,2,1,1,4500,3,2500,2,1500,3,5,4,3,1,2,3000,3,0
5.033,16,1,3,0,8000,6,4,0,1,5,3,3,2,3,2,2,5000,3,3000,3,1500,3,5,3,4,2,1,6500,2,0
4.867,16,1,2,0,5000,5,3,0,1,5,2,3,2,3,1,1,4000,3,2000,2,1500,3,5,3,4,1,1,4500,2,0
5.533,16,1,3,0,8000,6,4,0,1,5,3,3,2,3,2,2,5000,3,3000,3,1500,3,5,3,4,2,1,6500,2,0
8.63,4,1,1,0,10000,7,5,2,4,2,1,3,1,2,1,2,7500,5,4000,4,3000,2,5,4,5,1,1,10000,1,0
9.867,16,1,2,0,10000,7,5,0,1,5,2,3,2,3,1,2,6500,4,3500,3,2500,3,5,4,4,1,1,10000,2,0
4.067,16,1,2,0,5000,5,3,0,1,5,2,3,2,3,1,1,4000,3,2000,2,1500,3,5,3,4,1,1,4500,2,0
3.933,16,1,3,0,5000,5,3,0,1,5,3,3,2,3,2,1,3500,2,2000,2,1000,3,5,3,3,2,2,4000,3,0
1.667,16,1,2,0,2000,3,2,0,1,5,2,3,2,3,1,1,2500,1,1500,1,500,4,4,3,3,1,2,2000,3,0
3.333,16,1,3,0,5000,5,3,0,1,5,3,3,2,3,2,1,3500,2,2000,2,1000,3,5,3,3,2,2,4000,3,0
7.667,16,0,2,0,8000,6,4,0,1,5,2,1,1,2,1,1,5500,4,2500,2,3000,2,5,3,4,2,1,6500,2,0
5.963,16,1,1,0,8000,6,4,0,1,5,1,3,2,3,1,2,5500,4,3000,3,2000,3,5,4,4,1,1,8000,2,0
3.1,4,1,2,0,5000,5,3,2,4,2,2,3,1,2,1,1,5000,3,2500,2,2000,3,5,4,4,1,1,5000,2,0
1.8,4,1,3,0,2000,3,2,2,4,2,3,3,1,2,2,1,3000,2,1500,1,1000,3,5,3,3,1,2,2000,3,0
1.2,16,1,2,0,2000,3,2,0,1,5,2,3,2,3,1,1,2500,1,1500,1,500,4,4,3,3,1,2,2000,3,0
4.233,16,1,3,0,5000,5,3,0,1,5,3,3,2,3,2,1,3500,2,2000,2,1000,3,5,3,3,2,2,4000,3,0
11.2,16,1,1,0,15000,8,5,0,1,5,1,3,3,4,2,2,8000,5,4500,4,3000,2,5,4,5,1,1,15500,1,0
3.333,16,1,2,0,5000,5,3,0,1,5,2,3,2,3,1,1,4000,3,2000,2,1500,3,5,3,4,1,1,4500,2,0
4.667,16,1,3,0,5000,5,3,0,1,5,3,3,2,3,2,1,3500,2,2000,2,1000,3,5,3,3,2,2,4000,3,0
2.6,16,1,3,0,3000,4,2,0,1,5,3,3,2,3,2,1,2500,1,1500,1,500,4,4,3,3,2,2,2500,3,0
2.963,4,1,3,0,3000,4,2,2,4,2,3,3,1,2,2,1,3500,2,2000,2,1000,3,5,3,3,1,2,3000,3,0
6.867,16,1,3,0,8000,6,4,0,1,5,3,3,2,3,2,2,5000,3,3000,3,1500,3,5,3,4,2,1,6500,2,0
3.6,16,0,2,0,5000,5,3,0,1,5,2,1,1,2,1,1,4000,3,2000,2,2000,3,5,3,3,2,2,4000,3,0
6.467,16,1,1,1,8000,6,4,0,1,5,1,3,3,4,3,4,5500,4,3500,3,1000,3,5,3,3,3,2,6000,3,0
0.696,4,1,3,0,1000,2,1,2,4,2,3,3,1,2,2,1,2500,1,1500,1,500,4,4,3,2,1,3,1000,4,0
8.296,2,1,1,1,10000,7,5,1,5,1,1,3,2,3,3,4,8000,5,5000,4,2000,3,5,3,4,2,1,8500,2,0
1,16,1,2,0,1000,2,1,0,1,5,2,3,2,3,1,1,2000,1,1000,1,500,4,4,3,2,1,3,1000,4,0
6.467,16,1,2,0,8000,6,4,0,1,5,2,3,2,3,1,2,5500,4,3000,3,2000,3,5,3,4,1,1,7500,2,0
4.133,16,1,1,0,5000,5,3,0,1,5,1,3,2,3,1,1,4000,3,2000,2,1500,3,5,3,4,1,1,4500,2,0
5.963,16,1,1,1,8000,6,4,0,1,5,1,3,3,4,3,4,5500,4,3500,3,1000,3,5,3,3,3,2,6000,3,0
2.63,4,1,1,0,3000,4,2,2,4,2,1,3,1,2,1,1,4000,3,2000,2,1500,3,5,4,3,1,2,3000,3,0
1.83,4,1,1,0,2000,3,2,2,4,2,1,3,1,2,1,1,3500,2,2000,2,1000,3,5,4,3,1,2,2000,3,0
