LoanAmount,MonthlyIncome,CreditScore,LoanDuration,HistoricalDelinquencies,DebtToIncomeRatio,Age,EmploymentDuration,OtherLoans,Homeownership,target,date,uid
15728,4546,716,29,1,0.971466080711306,69,13,3,0,0,2023-08,104054
34566,6126,566,28,8,0.907351382239826,48,24,0,0,1,2023-09,104055
34783,8889,677,28,7,0.5286571382866022,54,23,9,0,1,2023-09,104056
25583,9208,746,16,4,0.47987701441932445,50,7,5,0,1,2023-09,104057
25238,3683,793,52,7,0.2992645447814848,58,20,6,0,1,2023-07,104058
12263,4295,734,7,4,0.22815126763212784,34,13,6,0,0,2023-05,104059
6914,8781,630,11,6,0.437970221953663,20,2,8,0,0,2023-06,104060
28749,4385,611,58,4,0.9522266776657908,38,26,3,0,1,2023-07,104061
24456,9289,553,16,4,0.966890761066934,56,19,3,0,1,2023-09,104062
30582,3942,789,20,3,0.8500154724610212,46,14,4,0,0,2023-07,104063
5406,6280,738,14,4,0.48065985081588763,40,14,8,0,0,2023-09,104064
18689,8405,739,17,6,0.314901146305689,26,9,1,0,0,2023-06,104065
37934,4033,794,41,2,0.6764267804845434,62,4,3,0,0,2023-05,104066
38276,5786,611,33,3,0.7172040057649451,52,17,8,0,1,2023-08,104067
41432,5233,587,28,7,0.5396588553964833,21,26,5,0,1,2023-09,104068
24873,6645,727,32,5,0.7533174364469122,33,20,5,0,1,2023-07,104069
18050,4620,803,29,7,0.7973455085213883,61,29,6,0,1,2023-05,104070
5680,6535,804,19,1,0.826449330859824,22,16,4,0,0,2023-05,104071
23908,6205,789,59,8,0.6018384890860058,33,24,3,0,1,2023-05,104072
23504,5882,707,40,6,0.8333126220477867,24,8,2,0,0,2023-07,104073
26644,7904,773,32,4,0.22038114101556544,36,26,1,0,0,2023-06,104074
42125,3170,569,26,6,0.7443234933910958,58,15,6,0,1,2023-07,104075
6363,9356,719,54,1,0.3885071656403839,20,26,4,0,0,2023-07,104076
47291,4553,730,18,3,0.4164162333501226,62,18,0,0,0,2023-07,104077
40060,6897,789,13,6,0.27304136528538586,47,10,3,0,1,2023-08,104078
6538,4595,806,49,1,0.35391381087454343,57,4,8,0,0,2023-08,104079
41176,4623,848,49,7,0.9936065864016024,67,7,7,0,1,2023-06,104080
46520,7122,754,49,9,0.5323121044507803,33,24,6,0,1,2023-06,104081
30675,8109,641,39,9,0.9422123189509484,36,17,4,0,1,2023-06,104082
23287,4091,568,47,4,0.33031962255423847,34,8,0,0,0,2023-05,104083
5174,5837,588,28,4,0.36324707367881565,65,1,4,0,0,2023-06,104084
31732,3407,635,14,7,0.646250683052057,26,22,7,0,0,2023-05,104085
39998,8228,642,6,0,0.479626032703266,61,21,3,0,0,2023-06,104086
42055,7169,838,41,5,0.7151321668598369,26,10,4,0,1,2023-08,104087
17112,9721,686,51,1,0.5376372605763443,66,15,7,0,1,2023-09,104088
44874,3679,510,21,0,0.8492777899723696,43,23,4,0,0,2023-09,104089
14689,8487,647,30,6,0.5452472569368669,45,6,3,0,0,2023-09,104090
49814,9929,791,23,3,0.6578793459506111,33,10,3,0,1,2023-08,104091
24555,7944,837,39,0,0.456858560018983,66,1,5,0,0,2023-09,104092
38919,7965,537,43,9,0.7632327899509233,38,6,9,0,1,2023-08,104093
12619,3236,844,8,5,0.7237873671725714,45,13,0,0,0,2023-07,104094
11033,5774,707,25,9,0.5176008262192462,35,3,3,0,0,2023-08,104095
46328,6437,709,24,5,0.42082568223247724,53,12,0,0,0,2023-06,104096
9946,6357,500,18,2,0.6912834998562392,21,15,5,0,0,2023-05,104097
29618,9521,564,22,5,0.9545213193688062,20,22,7,0,1,2023-06,104098
39675,9804,500,19,9,0.30611441922128124,67,7,3,0,1,2023-07,104099
41258,5877,742,35,8,0.8392932946764484,55,6,7,0,1,2023-08,104100
23919,8001,815,27,5,0.6343934182464726,54,9,1,0,1,2023-09,104101
9173,5423,524,48,0,0.6204477561390873,62,16,4,0,0,2023-09,104102
48833,7714,846,53,9,0.9693473180607834,43,12,2,0,1,2023-06,104103
31400,9796,549,48,5,0.6846998380548455,68,9,6,0,1,2023-09,104104
9769,6147,847,34,7,0.8644142621988145,24,8,8,0,1,2023-08,104105
42564,4032,740,55,6,0.6115817991005572,48,5,0,0,1,2023-05,104106
19211,9339,531,7,7,0.3998826938040715,60,26,7,0,1,2023-07,104107
28255,5854,532,58,7,0.7555922171664877,20,3,3,0,0,2023-06,104108
32962,5940,699,13,8,0.9385415235552033,28,4,9,0,1,2023-05,104109
24356,6701,733,19,2,0.8729840764880605,55,11,4,0,0,2023-07,104110
25306,8409,525,39,6,0.35869088499206775,35,10,0,0,0,2023-07,104111
9997,7070,541,18,5,0.4535112952497202,34,8,4,0,0,2023-06,104112
22376,6132,560,15,1,0.6135045391789422,29,9,8,0,0,2023-09,104113
45880,6460,540,13,4,0.6572826361888522,56,13,7,0,1,2023-08,104114
43055,7942,629,12,2,0.35505129156682264,35,24,7,0,0,2023-05,104115
15578,9961,697,18,4,0.38400987201213166,57,26,5,0,1,2023-08,104116
23624,4923,786,31,8,0.8070648552283493,67,19,8,0,1,2023-07,104117
44194,9707,650,37,7,0.784253933371954,55,23,3,0,1,2023-07,104118
49367,3633,703,24,8,0.8713670517031129,34,11,5,0,1,2023-09,104119
5389,9822,681,20,8,0.9463438458241848,22,24,2,0,1,2023-05,104120
38767,8113,706,59,7,0.4466088951221534,38,3,1,0,1,2023-07,104121
6855,7103,646,7,7,0.8876759652564636,60,1,8,0,1,2023-08,104122
45893,4392,703,59,5,0.7328094330209491,56,23,4,0,1,2023-08,104123
18794,8164,547,42,5,0.9662163391134395,67,14,1,0,1,2023-05,104124
40531,9487,757,24,5,0.41765932481873275,22,19,4,0,1,2023-08,104125
9986,8876,638,38,9,0.4157372013116205,27,1,5,0,0,2023-09,104126
37298,9939,671,44,5,0.7634347589541814,43,23,7,0,1,2023-08,104127
6481,6446,600,55,8,0.942728619230621,33,27,4,0,1,2023-09,104128
8731,8738,686,38,9,0.8596446598291478,54,12,1,0,1,2023-06,104129
21835,6098,814,6,0,0.7816316462346851,35,14,6,0,0,2023-06,104130
32798,8312,793,44,9,0.5098473584459107,26,15,4,0,1,2023-06,104131
31113,7944,520,33,5,0.7742138677615793,60,7,1,0,0,2023-08,104132
24477,8476,797,22,7,0.8408764611446515,54,4,5,0,1,2023-09,104133
22266,3061,509,11,0,0.8026285438324836,27,14,6,0,0,2023-09,104134
25792,8181,686,57,5,0.7414486386288985,31,18,7,0,1,2023-05,104135
25452,5469,632,49,8,0.2377050013525624,68,16,2,0,0,2023-08,104136
48526,4817,532,25,5,0.7277719464918471,65,26,3,0,1,2023-09,104137
46334,3632,568,52,1,0.5826357243863283,35,14,5,0,0,2023-06,104138
16889,7887,579,18,0,0.9692554172397485,23,21,2,0,0,2023-08,104139
29335,5598,690,17,3,0.6857519067016569,54,11,5,0,0,2023-09,104140
16254,6451,600,35,5,0.6865818049882395,64,27,8,0,1,2023-09,104141
26074,4300,784,26,9,0.9952441498958,60,25,4,0,1,2023-06,104142
16442,5653,720,7,9,0.27487023182472436,64,6,1,0,0,2023-05,104143
42327,4454,552,58,8,0.42105302808028233,51,15,9,0,1,2023-08,104144
21199,4138,659,23,4,0.7248635511752206,31,10,1,0,0,2023-09,104145
12291,8807,541,33,6,0.45218900482749974,40,12,6,0,0,2023-07,104146
45928,6192,546,9,5,0.47692011834329756,34,9,3,0,0,2023-07,104147
5112,7620,658,47,5,0.9141159518376869,54,28,8,0,1,2023-09,104148
26515,9116,683,48,8,0.6634831240318373,22,17,8,0,1,2023-07,104149
24581,7994,745,58,4,0.2822924662433237,21,18,5,0,1,2023-08,104150
31500,5210,510,11,1,0.4486900685860975,25,11,9,0,0,2023-06,104151
37026,7882,653,43,7,0.26084670119953446,35,6,4,0,1,2023-06,104152
21523,6759,719,14,2,0.6449039467577162,42,19,6,0,0,2023-05,104153
6424,6029,654,25,8,0.33861455710079175,50,2,4,0,0,2023-05,104154
24552,4360,838,50,4,0.8856921200200849,69,22,8,0,1,2023-09,104155
15808,5426,782,35,0,0.6618512211651999,60,23,8,0,0,2023-05,104156
43811,7268,686,42,3,0.24750051354487576,49,20,6,0,1,2023-05,104157
11989,8095,561,43,8,0.44070053089945516,22,13,3,0,0,2023-07,104158
28620,8906,647,9,0,0.6930701337889015,35,29,0,0,0,2023-07,104159
44029,3063,643,43,7,0.46839865455506263,23,26,3,0,0,2023-07,104160
5887,4345,602,55,7,0.6105413348751646,65,9,2,0,0,2023-07,104161
36802,3974,799,18,8,0.9274898357461885,55,27,0,0,1,2023-05,104162
24488,7161,592,40,8,0.4800287764050227,47,12,9,0,1,2023-05,104163
35013,8962,785,35,5,0.4686982899758304,69,16,3,0,1,2023-05,104164
21402,6628,618,47,4,0.855805473050159,69,29,6,0,1,2023-09,104165
26205,4622,528,9,6,0.45500521833341595,69,19,1,0,0,2023-07,104166
31049,3457,529,30,8,0.26236667531231384,47,2,6,0,0,2023-06,104167
17253,8698,787,36,4,0.3447559633899959,22,16,5,0,0,2023-07,104168
23990,9596,637,52,2,0.9590402006370409,45,27,8,0,1,2023-08,104169
12846,6330,550,17,8,0.9466342340621772,58,5,1,0,0,2023-06,104170
30027,9053,791,20,9,0.37984967262251823,32,28,5,0,1,2023-08,104171
44200,4740,733,58,0,0.6428014984789487,26,25,5,0,1,2023-06,104172
8765,8545,554,31,0,0.3098944803384023,32,17,5,0,0,2023-06,104173
20950,6026,791,15,9,0.7397421028092286,23,6,2,0,1,2023-09,104174
14741,9055,739,17,3,0.34824463680784856,35,24,5,0,0,2023-06,104175
27742,9321,811,27,1,0.23983233833728318,47,7,8,0,0,2023-08,104176
29703,4954,535,45,6,0.8599174457670395,66,6,2,0,0,2023-06,104177
43709,3279,588,58,1,0.4603203061789006,32,3,1,0,0,2023-07,104178
42623,5391,711,26,6,0.2868179228480776,61,25,7,0,1,2023-05,104179
27931,4040,817,40,7,0.8671231606897802,29,21,2,0,1,2023-05,104180
28580,9439,744,12,7,0.8099179820369187,24,15,4,0,1,2023-05,104181
20166,9345,586,23,2,0.7470067603455746,55,28,4,0,1,2023-09,104182
34240,3961,739,32,8,0.9289989678756234,38,16,1,0,1,2023-09,104183
30991,9827,819,40,9,0.5913808694965081,49,17,1,0,1,2023-05,104184
43556,9038,687,52,9,0.3024451980694382,66,9,5,0,1,2023-05,104185
37969,6845,556,7,9,0.24907712791609563,60,26,1,0,0,2023-07,104186
15561,4217,612,37,5,0.4547528143677269,67,9,5,0,0,2023-07,104187
21901,6220,722,20,3,0.26946466410993297,47,17,6,0,0,2023-08,104188
45505,3374,569,50,7,0.6284075522776683,50,29,3,0,1,2023-08,104189
35020,9007,726,29,3,0.21159921425852632,55,7,9,0,1,2023-08,104190
30917,7130,755,25,3,0.5550106412075008,62,25,3,0,1,2023-05,104191
6988,4392,679,15,7,0.3427682318828683,68,2,2,0,0,2023-05,104192
49505,5076,683,29,3,0.49461443509372655,20,26,0,0,0,2023-09,104193
19256,3774,690,29,0,0.7400272598165514,28,6,3,0,0,2023-07,104194
27192,7316,731,29,5,0.4807710168405612,31,10,2,0,0,2023-09,104195
33230,9196,775,45,7,0.4730719097601722,42,17,7,0,1,2023-07,104196
44930,9934,732,53,2,0.9926005862716016,31,14,4,0,1,2023-07,104197
27625,6424,553,53,1,0.7750517781810291,61,3,6,0,0,2023-08,104198
37088,5123,756,39,5,0.6110893694800411,28,27,2,0,1,2023-05,104199
19114,7589,589,46,0,0.6635005207980635,45,16,2,0,0,2023-06,104200
46167,8807,725,45,4,0.6961461052150488,49,16,5,0,1,2023-09,104201
43401,6593,746,16,5,0.21966031915267356,39,5,9,0,1,2023-06,104202
10755,9260,650,31,7,0.2642116724201981,35,16,3,0,0,2023-06,104203
15825,3279,612,6,6,0.7193514810853214,32,23,7,0,0,2023-07,104204
27693,7841,768,35,5,0.491575087078651,54,27,2,0,1,2023-08,104205
9117,5811,656,58,1,0.24435523218554006,69,5,4,0,0,2023-05,104206
29729,5342,846,48,7,0.4380105968413009,23,24,0,0,1,2023-07,104207
37182,4474,798,23,7,0.30422673633711217,44,5,0,0,0,2023-06,104208
33890,4857,658,31,4,0.9330510737810571,32,6,7,0,1,2023-09,104209
34340,8637,829,58,2,0.36234031404249206,47,18,6,0,1,2023-09,104210
6518,8192,724,52,7,0.31495295791524197,64,12,0,0,0,2023-09,104211
35949,5889,513,14,4,0.7009350536708934,31,21,5,0,0,2023-09,104212
27547,4059,608,14,2,0.6175295442214661,43,7,1,0,0,2023-08,104213
21346,4922,595,6,8,0.6607459632286337,47,17,0,0,0,2023-09,104214
7600,6799,694,12,8,0.5487585184322522,20,10,9,0,0,2023-05,104215
34267,9101,557,49,6,0.5737354487457036,53,9,4,0,1,2023-06,104216
41322,7592,793,47,7,0.8230380446777037,22,9,4,0,1,2023-08,104217
31990,9349,653,56,4,0.3759377478605339,41,24,1,0,1,2023-09,104218
21193,5473,563,21,4,0.5172234422649873,40,11,4,0,0,2023-08,104219
35109,7139,657,43,4,0.9662603079423595,46,25,6,0,1,2023-06,104220
24233,4851,764,16,1,0.3519885609488362,40,14,3,0,0,2023-09,104221
21194,6541,620,56,2,0.43501887603349365,41,5,1,0,0,2023-08,104222
39510,9748,787,30,7,0.35325353942879245,32,7,4,0,1,2023-08,104223
6306,7549,510,34,5,0.2163963970865085,63,17,5,0,0,2023-08,104224
8849,3594,713,24,8,0.4158639400333363,35,23,7,0,0,2023-08,104225
17360,8452,661,23,6,0.23717395676979136,65,9,8,0,0,2023-05,104226
34231,3506,604,52,5,0.3237481011253067,43,19,9,0,0,2023-06,104227
41963,7889,646,34,3,0.49014565605409177,65,25,7,0,1,2023-09,104228
23689,3020,681,21,6,0.2165769736551666,36,21,6,0,0,2023-06,104229
34084,4399,837,51,3,0.8023652527445733,24,13,8,0,1,2023-08,104230
45387,6201,536,45,6,0.8364712110156376,57,9,8,0,1,2023-07,104231
14280,9763,581,13,4,0.5291310419346904,61,13,5,0,0,2023-09,104232
7642,5461,511,39,1,0.9877327834994156,46,14,2,0,0,2023-07,104233
47137,8190,503,11,6,0.7431951318461594,60,8,7,0,1,2023-08,104234
19296,8523,542,50,7,0.7949773983845991,51,14,2,0,1,2023-06,104235
20438,8681,550,50,9,0.3538403389329068,45,13,0,0,0,2023-05,104236
42525,6678,760,58,1,0.8699500982573707,26,27,3,0,1,2023-08,104237
7994,8910,633,35,5,0.956037118417205,55,23,8,0,1,2023-05,104238
39039,8516,586,49,3,0.3890481332590334,26,10,7,0,1,2023-08,104239
6813,3336,555,39,4,0.7491714355091041,62,22,5,0,0,2023-07,104240
32491,4667,716,26,0,0.7975528389306652,46,2,2,0,0,2023-09,104241
23845,6576,567,57,5,0.4441353374476393,57,12,2,0,0,2023-06,104242
46243,3909,543,17,7,0.5800072020578371,67,16,6,0,1,2023-07,104243
42164,3275,642,54,1,0.2780312748645793,67,7,4,0,0,2023-08,104244
47051,3891,845,11,0,0.33847584316760637,43,2,2,0,0,2023-05,104245
18318,3012,541,44,8,0.2492564189177558,43,16,0,0,0,2023-08,104246
22200,8122,638,11,1,0.648132392436235,64,22,8,0,0,2023-06,104247
5082,7057,572,58,7,0.7002103178218155,63,6,4,0,0,2023-05,104248
6920,6025,766,9,4,0.9328956667469865,48,16,6,0,0,2023-06,104249
45585,3973,693,58,1,0.6337478484988812,46,25,9,0,1,2023-05,104250
16683,7270,654,14,4,0.40848909664648,53,13,8,0,0,2023-09,104251
16336,6970,745,10,8,0.24757883727289506,40,10,3,0,0,2023-07,104252
20596,4408,813,15,5,0.9079624422006696,64,27,4,0,1,2023-05,104253
7093,8721,717,52,2,0.5830864628224428,20,20,2,0,0,2023-06,104254
17905,4943,752,13,7,0.789857591553857,29,9,6,0,0,2023-08,104255
29351,5288,776,28,0,0.2117194788764712,49,2,0,0,0,2023-08,104256
35981,3546,776,9,8,0.5905111381315341,47,21,7,0,1,2023-05,104257
13367,9157,571,42,8,0.46057809853319887,61,16,2,0,1,2023-05,104258
10285,4218,628,12,3,0.22426501809106147,49,3,3,0,0,2023-09,104259
48664,4420,685,11,7,0.8205382456579666,47,22,9,0,1,2023-06,104260
42705,4454,512,50,2,0.6103213223148907,48,2,3,0,0,2023-05,104261
21753,6377,828,56,5,0.46654419439290473,50,29,6,0,1,2023-05,104262
23485,5772,719,47,9,0.8446387871259196,62,10,6,0,1,2023-07,104263
17977,8529,505,20,9,0.5575387614801333,60,25,3,0,1,2023-08,104264
24874,7098,738,40,7,0.20279836509464105,23,20,5,0,0,2023-07,104265
12674,5738,611,55,8,0.9555581056306603,68,23,7,0,1,2023-05,104266
34038,6747,727,37,7,0.4045461923699084,38,5,9,0,1,2023-07,104267
34315,4842,516,19,8,0.8644604176506732,29,8,3,0,0,2023-06,104268
8676,3746,572,40,3,0.8531323072650185,64,12,0,0,0,2023-08,104269
7426,5816,511,16,9,0.3298991450885851,50,4,6,0,0,2023-07,104270
29473,3871,585,15,0,0.5792021449718213,53,14,1,0,0,2023-09,104271
7962,3494,679,22,6,0.23215918279879438,60,23,2,0,0,2023-07,104272
34943,9560,621,18,9,0.4836413383107696,58,27,7,0,1,2023-08,104273
5859,8510,703,39,3,0.7847830746956961,61,15,1,0,0,2023-07,104274
49816,6444,569,50,0,0.3896555760882861,63,21,1,0,0,2023-06,104275
9138,7723,607,56,2,0.29370234459384803,50,3,3,0,0,2023-08,104276
40192,4075,700,10,6,0.6056988407480072,30,24,5,0,1,2023-06,104277
30640,6994,551,53,2,0.6295891074989057,55,22,9,0,1,2023-08,104278
15409,7237,536,15,0,0.7406631450569265,63,15,1,0,0,2023-06,104279
9017,8583,616,37,6,0.8073101974420727,63,4,8,0,1,2023-06,104280
15451,3045,758,17,7,0.7566476250117242,51,15,1,0,0,2023-07,104281
33327,9987,763,57,4,0.8763297666358805,42,25,8,0,1,2023-08,104282
15278,6056,802,18,5,0.37832517142563193,59,9,6,0,0,2023-08,104283
29944,5057,563,26,2,0.655813396973197,65,18,2,0,0,2023-08,104284
48764,3663,541,53,4,0.48807628593706015,58,26,8,0,1,2023-06,104285
6134,7668,542,59,2,0.9696898856013139,22,13,8,0,0,2023-09,104286
35131,5029,624,58,1,0.552223618731859,47,9,5,0,0,2023-05,104287
42887,8649,769,38,6,0.9677711465068455,44,4,1,0,1,2023-05,104288
43462,8717,846,59,9,0.8152525232472849,47,25,6,0,1,2023-05,104289
27520,5696,732,46,6,0.7747710896549593,38,13,3,0,1,2023-08,104290
26869,8008,631,53,7,0.5932509695374615,65,10,3,0,1,2023-06,104291
41932,3639,501,56,0,0.5547025074044818,38,8,6,0,0,2023-05,104292
10039,5663,614,52,1,0.6212385500147255,61,14,4,0,0,2023-07,104293
26281,5745,500,55,1,0.4349064503415626,63,16,0,0,0,2023-08,104294
15442,8004,830,59,2,0.9236079518707734,48,26,2,0,1,2023-08,104295
13252,9321,564,37,6,0.8354645242122931,69,19,6,0,1,2023-07,104296
32586,7964,624,17,6,0.8411166834600352,38,26,8,0,1,2023-09,104297
22568,8125,755,51,6,0.5465228763595489,37,7,8,0,1,2023-09,104298
25810,7948,821,40,0,0.2568711585953737,64,12,6,0,0,2023-06,104299
6551,7402,642,41,1,0.7464618543410229,68,13,4,0,0,2023-08,104300
17625,5595,827,43,7,0.49953086717712947,43,15,3,0,1,2023-07,104301
39397,9470,745,53,8,0.8963442499606604,57,15,8,0,1,2023-05,104302
31249,6427,615,33,9,0.8242707507598908,35,18,5,0,1,2023-05,104303
6361,8912,802,18,6,0.3162625135918049,37,2,9,0,0,2023-08,104304
31149,3394,589,17,0,0.6813725844308114,60,14,1,0,0,2023-07,104305
9370,9443,795,27,3,0.7537711407417476,32,20,2,0,0,2023-07,104306
10283,6597,541,49,9,0.6545100638594892,23,26,6,0,1,2023-06,104307
12610,7844,534,7,7,0.611233740924209,32,7,3,0,0,2023-09,104308
48326,5332,540,34,4,0.38229046000475303,54,20,6,0,0,2023-08,104309
19924,3329,840,18,0,0.38872547553694753,23,2,4,0,0,2023-09,104310
49717,5097,623,40,6,0.8144065109140437,38,28,0,0,1,2023-05,104311
15626,9127,556,18,5,0.21495182845084573,43,2,9,0,0,2023-07,104312
39761,3772,793,39,8,0.8231280501644611,52,5,2,0,1,2023-08,104313
5869,4645,734,24,3,0.6214389892313112,52,3,8,0,0,2023-05,104314
36552,4732,595,14,3,0.9489781219078688,28,3,3,0,0,2023-06,104315
6014,7473,818,57,7,0.9978572381783384,22,1,4,0,1,2023-06,104316
15103,4787,842,36,3,0.7307876520871692,22,19,1,0,0,2023-09,104317
21986,4623,631,38,2,0.5298057555361095,49,20,9,0,0,2023-07,104318
49781,3999,675,32,6,0.5800687268485556,37,12,7,0,1,2023-06,104319
35471,4848,551,50,4,0.36337234212120617,21,22,0,0,0,2023-08,104320
38458,4561,537,7,8,0.27938745919318486,51,27,3,0,0,2023-08,104321
30069,3773,842,20,4,0.6630107146417081,62,6,5,0,1,2023-06,104322
21873,8179,504,24,8,0.8443960783732807,28,28,7,0,1,2023-09,104323
28248,4803,712,36,5,0.4094132141833706,21,21,3,0,0,2023-09,104324
28624,4098,619,21,5,0.5357222481962799,39,20,1,0,0,2023-07,104325
48516,5050,825,48,5,0.6438189294215846,46,6,3,0,1,2023-08,104326
34061,4598,708,20,6,0.9263182559760459,55,13,0,0,1,2023-08,104327
29170,3747,716,11,3,0.31090498212964485,60,29,7,0,0,2023-05,104328
13024,8567,523,19,3,0.3895065349837301,65,21,8,0,0,2023-09,104329
21678,8860,841,32,8,0.9348243614286278,38,10,2,0,1,2023-09,104330
43256,6973,704,43,6,0.23162847452375346,35,1,7,0,1,2023-08,104331
25411,5322,725,24,9,0.7248925072478869,45,16,8,0,1,2023-06,104332
48803,4553,717,42,5,0.7116207065743614,33,14,7,0,1,2023-05,104333
24296,4615,710,48,0,0.5066035469060512,66,28,1,0,0,2023-05,104334
31293,9358,525,9,6,0.5745317432056944,37,18,1,0,0,2023-05,104335
32172,6754,751,31,5,0.883934361184449,47,14,9,0,1,2023-09,104336
26128,8604,502,14,3,0.3319856506774233,66,25,3,0,0,2023-09,104337
23257,7424,501,46,7,0.3852539826231417,38,10,0,0,0,2023-05,104338
17855,5302,591,54,6,0.6098803291519124,49,20,2,0,0,2023-08,104339
24642,8506,501,45,7,0.5277963384000242,60,22,3,0,1,2023-06,104340
40585,7221,649,20,8,0.6594979980361468,40,5,1,0,1,2023-05,104341
25025,7862,570,46,0,0.9366713488750367,40,2,6,0,0,2023-06,104342
9458,6655,503,42,2,0.9336816141902693,67,17,9,0,0,2023-07,104343
10307,8669,537,9,1,0.38401467177199344,49,1,2,0,0,2023-05,104344
46701,6395,569,31,2,0.44171569027907237,68,1,6,0,0,2023-06,104345
23425,8323,700,57,1,0.32965494503762394,61,6,6,0,0,2023-08,104346
48427,8291,807,23,5,0.9422322971711412,56,26,8,0,1,2023-06,104347
33273,8854,751,46,8,0.5182913041585562,60,7,3,0,1,2023-07,104348
43506,3216,786,58,1,0.5597641159069418,65,7,3,0,0,2023-09,104349
10668,6316,791,40,3,0.8421126246219677,51,25,0,0,0,2023-05,104350
30934,4359,653,59,4,0.6103787782482335,49,16,5,0,1,2023-08,104351
12697,6774,632,46,4,0.2958043857772097,41,19,5,0,0,2023-06,104352
29417,8417,573,46,0,0.5502789675541573,43,9,6,0,0,2023-07,104353
21446,7927,773,34,5,0.7044192346229055,29,1,8,0,1,2023-06,104354
45597,7277,770,58,4,0.7753672702056291,43,18,9,0,1,2023-07,104355
15751,7429,684,29,5,0.7162814822263153,20,7,9,0,1,2023-08,104356
12352,7606,504,9,3,0.29534457538589065,54,28,9,0,0,2023-06,104357
18516,7478,792,26,5,0.4434756201294547,35,18,8,0,1,2023-06,104358
28299,4896,585,44,8,0.7868517159705724,24,10,4,0,1,2023-07,104359
36957,7427,713,12,0,0.9041521554688599,50,27,1,0,1,2023-07,104360
33927,8284,514,28,5,0.2377491320498078,64,20,0,0,0,2023-06,104361
46094,8361,772,45,0,0.23378328645598173,56,2,1,0,0,2023-07,104362
41412,3899,550,26,6,0.71472362347125,44,11,1,0,0,2023-06,104363
34493,3641,752,6,3,0.6384369233306249,62,18,0,0,0,2023-06,104364
31711,8346,544,46,5,0.3242712404141712,68,11,7,0,1,2023-08,104365
13003,7729,690,30,6,0.6386332653575684,44,14,2,0,0,2023-07,104366
36707,6627,621,36,4,0.9795898748006808,22,13,9,0,1,2023-08,104367
8278,9594,686,49,8,0.7047201763173001,57,1,9,0,1,2023-09,104368
12296,3195,713,43,7,0.5593129248397749,51,25,7,0,0,2023-09,104369
30398,4893,648,50,2,0.8620259903516603,67,10,5,0,1,2023-05,104370
40842,6275,669,10,0,0.37025798852172126,39,15,0,0,0,2023-08,104371
18261,7050,708,58,9,0.5314611446615306,49,19,6,0,1,2023-07,104372
16173,7553,581,36,7,0.622214313448678,21,29,2,0,0,2023-09,104373
35449,7925,695,56,3,0.6036319136406043,24,17,8,0,1,2023-09,104374
46080,5304,745,6,6,0.936777975368922,38,10,8,0,1,2023-08,104375
6637,6600,844,59,3,0.43413448579734065,39,22,3,0,0,2023-07,104376
36781,6343,539,35,6,0.24520297658369572,41,8,1,0,0,2023-05,104377
18652,5056,667,23,0,0.9331017636109935,30,23,9,0,0,2023-06,104378
10103,5808,542,13,0,0.37365412571067413,37,7,8,0,0,2023-08,104379
30500,4224,828,31,1,0.5032223791813659,46,18,4,0,0,2023-05,104380
39800,3886,710,45,4,0.6247132996144618,50,27,7,0,1,2023-05,104381
40529,3392,678,20,9,0.9807043764385708,54,4,8,0,1,2023-09,104382
23452,4675,522,24,5,0.6282147533028786,63,6,0,0,0,2023-09,104383
36174,6190,594,15,1,0.5581946452387833,64,2,2,0,0,2023-05,104384
40436,5446,659,29,0,0.6669107836141174,40,13,6,0,0,2023-09,104385
20954,6905,743,21,8,0.9766465279337102,39,21,1,0,1,2023-09,104386
22186,9474,516,48,6,0.8543556790051523,28,12,3,0,1,2023-07,104387
17356,6338,611,36,7,0.3351745090495377,50,5,3,0,0,2023-07,104388
37963,6591,602,49,5,0.8426080119233672,28,19,6,0,1,2023-09,104389
7187,6766,813,21,8,0.8728792478431109,26,2,1,0,0,2023-05,104390
16707,5527,585,21,7,0.752555283166773,52,11,7,0,0,2023-09,104391
40098,5181,534,33,3,0.7257867673338114,20,23,7,0,0,2023-06,104392
31935,6764,529,25,4,0.5527016006782435,38,8,5,0,0,2023-08,104393
26225,8011,691,40,1,0.7133563096955631,22,4,3,0,0,2023-06,104394
8606,8030,678,14,0,0.7900599777218063,58,4,1,0,0,2023-07,104395
37828,3354,603,45,5,0.29825619845943924,31,11,2,0,0,2023-09,104396
31489,5631,664,15,2,0.4058639681467486,49,14,2,0,0,2023-05,104397
19387,4521,621,50,3,0.35526550317303524,35,9,2,0,0,2023-08,104398
8927,5672,633,23,0,0.8729694695248116,32,20,3,0,0,2023-09,104399
11296,6178,789,50,5,0.7440020732254142,69,26,6,0,1,2023-09,104400
35444,5337,811,50,7,0.5606228316601413,43,14,8,0,1,2023-09,104401
7591,9968,723,20,9,0.8608446003907746,36,28,9,0,1,2023-07,104402
49895,3628,524,50,3,0.7734250719940086,46,3,3,0,0,2023-08,104403
31147,5679,512,35,9,0.9308744652362375,48,27,6,0,1,2023-07,104404
43889,8266,818,53,7,0.26144559687833263,60,13,9,0,1,2023-07,104405
6200,7422,729,37,9,0.6073259052329882,33,14,5,0,1,2023-06,104406
20721,4438,601,45,2,0.7653983228610042,24,17,9,0,0,2023-06,104407
24238,9353,702,32,6,0.3659945494438766,62,3,8,0,1,2023-05,104408
16087,4421,766,32,2,0.46170098557709127,57,15,7,0,0,2023-07,104409
35816,4126,721,24,5,0.5351810010558613,25,21,1,0,0,2023-06,104410
